airline_name,overall_score,review_title,reviewer_country,review_date,aircraft_model,travel_type,seat_type,route,date_flown,seat_comfort_rating,service_rating,food_rating,entertainment_rating,groundservice_rating,wifi_rating,value_rating,recommended,year,month
turkish-airlines,8,a satisfactory flight, Belgium ,2019-10-19,Boeing 737-800,Couple Leisure,Economy Class,Ankara to Dalaman,October 2019,3,5,4,0,4,0,4,1,2019,10
turkish-airlines,6,I did not like the seat/bed, Belgium ,2019-10-18,Boeing 787,Solo Leisure,Business Class,Istanbul to Denpasar Bali,October 2019,2,2,3,3,2,5,5,1,2019,10
turkish-airlines,1,ignorant rude staff, Turkey ,2019-10-16,A321,Solo Leisure,Economy Class,Istanbul to Hamburg,October 2019,1,1,1,1,1,1,1,0,2019,10
turkish-airlines,5,expect more from Turkish Airlines, Turkey ,2019-10-16,,Solo Leisure,Economy Class,Amsterdam to Istanbul,October 2019,3,3,3,2,3,3,3,1,2019,10
turkish-airlines,1,Avoid them at all costs, Turkey ,2019-10-15,,Solo Leisure,Economy Class,Gatwick to Hurghada via Istanbul,September 2019,3,1,1,1,1,1,1,0,2019,10
turkish-airlines,1,"staff were arrogant, rude and lazy", Turkey ,2019-10-14,,Solo Leisure,Economy Class,Istanbul to London,October 2019,4,2,2,3,1,0,3,0,2019,10
turkish-airlines,9,Excellent service, Turkey ,2019-10-14,,Solo Leisure,Economy Class,New York to Tel Aviv via Istanbul,September 2019,3,5,5,5,5,0,5,1,2019,10
turkish-airlines,1,agent was very rude, Turkey ,2019-10-13,,Solo Leisure,Economy Class,Birmingham to Doha via Istanbul,September 2019,3,3,0,0,1,0,1,0,2019,10
turkish-airlines,7,the product was tired looking, Turkey ,2019-10-12,A330,Business,Business Class,Istanbul to Boston,October 2019,3,5,4,4,1,3,4,1,2019,10
turkish-airlines,1,Customer service is the worst, Turkey ,2019-10-12,,Solo Leisure,Economy Class,Istanbul to Denpasar,October 2019,3,2,3,4,1,1,3,0,2019,10
turkish-airlines,1,Seats have zero leg room, Turkey ,2019-10-10,,Solo Leisure,Economy Class,Mauritius to Manchester via Istanbul,October 2019,1,1,1,5,2,1,2,0,2019,10
turkish-airlines,3,ground staff don’t care, Turkey ,2019-10-10,,Solo Leisure,Economy Class,Istanbul to London,September 2019,2,3,1,1,1,1,3,0,2019,10
turkish-airlines,2,most uncomfortable business seat, Germany ,2019-08-24,A321 and Boeing 737-800,Business,Business Class,Istanbul to Mombasa ,December 2018,1,4,3,1,4,0,1,0,2019,8
turkish-airlines,1,Terrible customer service, Germany ,2019-08-21,,Family Leisure,Economy Class,Istanbul to New York,September 2018,3,0,0,0,2,0,1,0,2019,8
turkish-airlines,2,Stay away from Turkish Airlines!, Germany ,2019-08-19,Boeing 777-300,Solo Leisure,Economy Class,Warsaw to Taipei via Istanbul,July 2019,3,3,3,3,1,0,3,0,2019,8
turkish-airlines,1,unable to communicate in English, Germany ,2019-08-17,,Solo Leisure,Economy Class,Singapore to Catania via Istanbul,December 2018,1,1,0,0,1,0,1,0,2019,8
turkish-airlines,9,want to help customers, Germany ,2019-08-16,Boeing 777-300ER,Family Leisure,Economy Class,Los Angeles to Samara via Istanbul,August 2019,4,5,4,4,5,4,5,1,2019,8
turkish-airlines,5,level of English was inadequate, Germany ,2019-08-14,,Family Leisure,Economy Class,London Gatwick to Istanbul via Dubai,August 2019,4,1,1,3,2,1,3,0,2019,8
turkish-airlines,1,Our worst travel experience, Germany ,2019-08-14,,Family Leisure,Economy Class,Istanbul to Boston,August 2019,1,1,1,1,1,1,1,0,2019,8
turkish-airlines,4,super uncomfortable cold, Germany ,2019-08-12,A330-300,Family Leisure,Economy Class,Kuala Lumpur to Odessa via Istanbul,July 2019,3,3,3,3,2,0,3,0,2019,8
turkish-airlines,1,Never again with TK, Germany ,2019-08-11,,Family Leisure,Economy Class,Milan to Mombasa via Istanbul,August 2019,2,2,2,2,1,1,1,0,2019,8
turkish-airlines,1,definitely not a business class, Germany ,2019-08-10,Boeing 737-800,Business,Business Class,Paris to Kilimanjaro via Istanbul,August 2019,1,1,3,3,3,1,1,0,2019,8
turkish-airlines,6,lounge is a disappointment, Canada ,2019-09-27,A321,Business,Economy Class,Istanbul to Ankara,September 2019,5,4,5,4,3,0,4,1,2019,9
turkish-airlines,9,seat is comfortable, Canada ,2019-09-26,Boeing 737-800,Family Leisure,Economy Class,Istanbul to Dammam,August 2019,5,5,4,4,5,0,5,1,2019,9
turkish-airlines,1,Rude crew on both flights, Canada ,2019-09-24,A320 / Boeing 737,Solo Leisure,Premium Economy,Amman to Dublin via Istanbul ,September 2019,1,2,1,2,1,1,1,0,2019,9
turkish-airlines,8,crew were super polite and readily available, Canada ,2019-09-23,A321,Business,Business Class,Zurich to Istanbul,September 2019,5,5,4,4,4,4,4,1,2019,9
turkish-airlines,9,Friendly competent cabin crew, Canada ,2019-09-23,A330 & A321,Business,Economy Class,Vienna to Baku via Istanbul,September 2019,4,4,5,5,3,5,5,1,2019,9
turkish-airlines,1,Very bad customer service, Canada ,2019-09-23,,Solo Leisure,Economy Class,Istanbul to Manila,August 2019,2,3,2,2,1,1,1,0,2019,9
turkish-airlines,1,rude and incompetent, Canada ,2019-09-22,,Solo Leisure,Economy Class,Istanbul to Melbourne via Singapore,September 2019,2,1,1,1,1,1,1,0,2019,9
turkish-airlines,3,total unprofessional staff, Canada ,2019-09-22,,Business,Economy Class,Delhi to Cologne via Istanbul,June 2019,3,3,3,3,1,0,1,0,2019,9
turkish-airlines,7,very kind and pleasant, Canada ,2019-09-21,Boeing 777,Solo Leisure,Economy Class,London to Tokyo Narita via Istanbul,September 2019,3,4,4,4,3,1,4,1,2019,9
turkish-airlines,1,worst customer service, Canada ,2019-09-19,,Family Leisure,Economy Class,Houston to Karachi via Istanbul,August 2019,3,1,1,1,1,1,1,0,2019,9
turkish-airlines,10,cheapest flight available, United Kingdom ,2019-09-06,A321/A330,Solo Leisure,Economy Class,Gatwick to Tel Aviv via Istanbul,September 2019,5,5,0,4,5,0,5,1,2019,9
turkish-airlines,3,same menu choices for five years, United Kingdom ,2019-09-05,,Business,Economy Class,Konya to London via Istanbul,September 2019,3,4,2,1,1,0,1,0,2019,9
turkish-airlines,6,Economy seating was horrendous, United Kingdom ,2019-09-04,A330,Business,Economy Class,Budapest to Istanbul,May 2019,1,5,5,3,4,0,3,1,2019,9
turkish-airlines,2,No customer service, United Kingdom ,2019-09-03,,Business,Economy Class,Mumbai to Antalya via Istanbul,August 2019,2,2,2,2,1,1,1,0,2019,9
turkish-airlines,5,there are much better options, United Kingdom ,2019-08-31,A330,Family Leisure,Business Class,Boston to Istanbul,August 2019,4,4,3,0,3,3,2,1,2019,8
turkish-airlines,8,comfortable for a 4 hour flight, United Kingdom ,2019-08-31,A321-231,Family Leisure,Economy Class,Dammam to Istanbul,July 2019,5,5,4,4,5,0,5,1,2019,8
turkish-airlines,10,the flight was perfect, United Kingdom ,2019-08-29,Boeing 737-800,Solo Leisure,Economy Class,Istanbul to Dubai ,August 2019,5,5,5,5,5,0,5,1,2019,8
turkish-airlines,1,not fly Turkish Airlines again, United Kingdom ,2019-08-28,,Business,Economy Class,Istanbul to London,August 2019,1,1,1,1,1,1,1,0,2019,8
turkish-airlines,2,I am extremely disappointed, United Kingdom ,2019-08-27,,Family Leisure,Economy Class,Sofia to San Francisco via Istanbul,August 2019,0,0,0,0,0,0,1,0,2019,8
turkish-airlines,2,Worst airline I have travelled, United Kingdom ,2019-08-26,,Family Leisure,Economy Class,Rome to Doha via Istanbul,August 2019,1,1,1,3,1,0,1,0,2019,8
turkish-airlines,1,an airline which doesn’t care about their customers, Hong Kong ,2019-10-08,,Solo Leisure,Economy Class,Kiev to Hong Kong via Istanbul,October 2019,3,2,2,2,1,0,1,0,2019,10
turkish-airlines,4,Crew are rude, Hong Kong ,2019-10-07,A330-300,Solo Leisure,Economy Class,Istanbul to Ho Chi Minh city,October 2019,3,2,2,1,3,1,3,0,2019,10
turkish-airlines,10,Will fly again, Hong Kong ,2019-10-06,A330,Business,Economy Class,İstanbul to Izmir,October 2019,5,5,5,0,5,0,5,1,2019,10
turkish-airlines,1,Worse than worst airline, Hong Kong ,2019-10-04,,Couple Leisure,Economy Class,Gatwick to Istanbul,October 2019,1,1,3,2,1,0,1,0,2019,10
turkish-airlines,1,a really bad experience, Hong Kong ,2019-10-03,,Couple Leisure,Economy Class,Kuala Lumpur to Catania via Istanbul,September 2019,3,3,3,3,1,3,1,0,2019,10
turkish-airlines,1,Unacceptable inflight Service, Hong Kong ,2019-10-03,,Family Leisure,Business Class,Istanbul to Bangkok,September 2019,3,1,1,0,3,0,1,0,2019,10
turkish-airlines,1,regret giving this airline a try, Hong Kong ,2019-10-02,,Solo Leisure,Economy Class,Los Angeles to Delhi via Istanbul,October 2019,1,1,1,1,1,1,1,0,2019,10
turkish-airlines,8,Food good and abundant, Hong Kong ,2019-10-02,A321 / A319,Family Leisure,Economy Class,Istanbul to Aqaba,September 2019,4,5,5,5,3,0,5,1,2019,10
turkish-airlines,1,Worst customer service ever, Hong Kong ,2019-10-01,,Solo Leisure,Economy Class,Atlanta to Istanbul,September 2019,1,1,1,1,1,1,1,0,2019,10
turkish-airlines,3,sweltering hot cabin, Hong Kong ,2019-09-29,Boeing 737-800,Family Leisure,Economy Class,Bodrum to London,September 2019,1,2,4,4,4,0,3,0,2019,9
turkish-airlines,10,Party in the sky, Czech Republic ,2019-09-18,A330-200,Solo Leisure,Business Class,Istanbul to Havana,September 2019,5,5,5,5,3,5,5,1,2019,9
turkish-airlines,1,never fly Turkish airlines again, Czech Republic ,2019-09-16,Boeing 777,Family Leisure,Business Class,Hong Kong to London via Istanbul,June 2019,1,1,1,1,1,1,1,0,2019,9
turkish-airlines,3,onboard service was rather rude, Czech Republic ,2019-09-15,,Solo Leisure,Economy Class,Kosice to Havana via Istanbul,July 2019,3,2,4,0,1,1,4,0,2019,9
turkish-airlines,2,never fly with them again, Czech Republic ,2019-09-14,,Couple Leisure,Economy Class,Istanbul to Budapest,September 2019,2,2,3,2,1,1,2,0,2019,9
turkish-airlines,1,worst experience I could have, Czech Republic ,2019-09-12,,Solo Leisure,Economy Class,Istanbul to Munich,September 2019,1,1,1,1,1,1,1,0,2019,9
turkish-airlines,4,steady decline in its onboard service, Czech Republic ,2019-09-12,A330,Couple Leisure,Business Class,Istanbul to Hamburg,August 2019,4,3,2,4,1,2,2,1,2019,9
turkish-airlines,1,Can't wait to get off the plane, Czech Republic ,2019-09-09,,Couple Leisure,Economy Class,Budapest to Kuala Lumpur via Istanbul,September 2019,2,2,3,2,4,0,2,0,2019,9
turkish-airlines,2,never fly with this airline, Czech Republic ,2019-09-08,,Business,Business Class,New York to Tehran via Istanbul,July 2019,1,4,4,2,1,0,1,0,2019,9
turkish-airlines,1,advertising is misrepresentative, Czech Republic ,2019-09-08,A330,Solo Leisure,Business Class,London to Kuwait via Istanbul,September 2019,1,3,1,1,2,1,1,0,2019,9
turkish-airlines,5,can’t check through luggage, Czech Republic ,2019-09-07,,Solo Leisure,Economy Class,Skopje to Istanbul,August 2019,3,3,4,0,1,0,4,0,2019,9
turkish-airlines,3,baggage didn’t arrive for 3 days, United States ,2019-07-22,,Business,Economy Class,Addis Ababa to Chicago via Istanbul,July 2019,3,2,2,4,1,1,2,0,2019,7
turkish-airlines,1,we had to pay for water, United States ,2019-07-20,A321,Couple Leisure,Economy Class,Istanbul to Delhi,July 2019,1,1,1,1,1,0,1,0,2019,7
turkish-airlines,8,Disappointing bland breakfast, United States ,2019-07-19,Boeing 737,Family Leisure,Economy Class,Istanbul to Edinburgh,July 2019,4,5,2,4,5,0,5,1,2019,7
turkish-airlines,2,Terrible service, United States ,2019-07-19,,Family Leisure,Economy Class,Dusseldorf to Istanbul via Seychelles,July 2019,3,2,1,2,1,1,2,0,2019,7
turkish-airlines,8,Crew were friendly, United States ,2019-07-19,A321,Solo Leisure,Economy Class,Adana to İstanbul,July 2019,5,5,4,0,3,0,5,1,2019,7
turkish-airlines,1,Seats are terrible, United States ,2019-07-17,A320,Business,Economy Class,Tel Aviv to Istanbul,May 2019,1,1,1,1,2,0,1,0,2019,7
turkish-airlines,1,Flight attendants rude, United States ,2019-07-13,,Couple Leisure,Economy Class,New York to Sofia via Istanbul,April 2019,2,1,3,2,1,0,2,0,2019,7
turkish-airlines,10,experience was great, United States ,2019-07-12,A332,Solo Leisure,Business Class,Havana to Munich via Istanbul / Caracas,July 2019,5,5,5,5,5,5,5,1,2019,7
turkish-airlines,10,legroom was good for economy, United States ,2019-07-11,A330-300,Family Leisure,Economy Class,Dammam to Istanbul,August 2018,4,4,5,5,4,5,4,1,2019,7
turkish-airlines,2,No one to help, United States ,2019-07-10,,Solo Leisure,Economy Class,Dubai to Oslo via Istanbul,July 2019,2,1,1,2,1,1,1,0,2019,7
turkish-airlines,1,my worst travelling experience, Canada ,2019-08-08,,Solo Leisure,Economy Class,Montreal to Istanbul,July 2019,2,2,1,2,1,1,1,0,2019,8
turkish-airlines,1,"To me, that sounds like a scam", Canada ,2019-08-07,,Solo Leisure,Economy Class,San Francisco to Kiev via San Francisco,May 2019,4,4,4,4,1,4,1,0,2019,8
turkish-airlines,2,Very bad experience, Canada ,2019-08-05,A321,Family Leisure,Economy Class,Stockholm to Sharm el Sheikh via Istanbul,August 2019,2,1,3,2,1,0,2,0,2019,8
turkish-airlines,1,I am extremely dissatisfied, Canada ,2019-08-04,,Solo Leisure,Premium Economy,New York JFK to Baku via Istanbul,August 2019,0,0,0,0,0,0,1,0,2019,8
turkish-airlines,9,food was very good, Canada ,2019-08-03,Boeing 777,Family Leisure,Economy Class,Toronto to Karachi via Istanbul,July 2019,3,5,5,4,5,0,4,1,2019,8
turkish-airlines,2,cancel the ticket and lose 250 Euros, Canada ,2019-07-31,,Business,Economy Class,Bodrum to Stavanger,July 2019,0,0,0,0,0,0,1,0,2019,7
turkish-airlines,1,delayed by 4 hours, Canada ,2019-07-29,,Family Leisure,Economy Class,Kinshasa to Paris via Istanbul ,July 2019,3,3,0,0,1,0,1,0,2019,7
turkish-airlines,8,loved their safety video, Canada ,2019-07-28,,Solo Leisure,Economy Class,Prague to Manila via Istanbul,July 2019,5,4,5,4,5,0,5,1,2019,7
turkish-airlines,1,not helping a disabled person, Canada ,2019-07-27,,Family Leisure,Economy Class,Karachi to London via Istanbul,February 2019,2,2,2,2,2,1,1,0,2019,7
turkish-airlines,3,outraged and disappointed, Canada ,2019-07-22,,Family Leisure,Economy Class,Houston to Istanbul,July 2019,0,0,0,0,2,0,1,0,2019,7
turkish-airlines,1,Customer service is so poor, United States ,2019-07-10,,Couple Leisure,Economy Class,San Francisco to Istanbul,February 2019,1,1,1,1,1,1,1,0,2019,7
turkish-airlines,1,"horrible, pathetic service", United States ,2019-07-09,,Couple Leisure,Economy Class,Istanbul to Kayseri,June 2019,1,1,1,0,1,0,1,0,2019,7
turkish-airlines,2,incompetence across the board, United States ,2019-07-08,,Couple Leisure,Economy Class,Istanbul to Bangkok,July 2019,3,3,2,3,3,0,2,0,2019,7
turkish-airlines,1,Terrible airline service, United States ,2019-07-07,,Couple Leisure,Economy Class,Istanbul to Bodrum,July 2019,1,1,0,0,1,0,1,0,2019,7
turkish-airlines,1,we have to wait extra 9 hours, United States ,2019-07-06,,Family Leisure,Economy Class,Istanbul to Jeddah,July 2019,4,3,3,0,4,0,3,0,2019,7
turkish-airlines,7,you get to know their quirks, United States ,2019-07-05,,Couple Leisure,Business Class,Manchester to Ercan via Istanbul,July 2019,3,3,5,5,5,2,4,1,2019,7
turkish-airlines,1,a harrowing experience, United States ,2019-07-05,,Family Leisure,Economy Class,Kayseri to Istanbul,June 2019,0,0,0,0,1,0,2,0,2019,7
turkish-airlines,1,disrespect towards its customers, United States ,2019-07-04,,Business,Economy Class,Kiev to Bamako via Istanbul,June 2019,3,3,4,5,1,1,1,0,2019,7
turkish-airlines,1,Absolute chaos from start to finish, United States ,2019-07-03,,Couple Leisure,Economy Class,London to Istanbul,July 2019,1,1,1,3,1,1,2,0,2019,7
turkish-airlines,1,extremely poor customer service, United States ,2019-07-01,,Solo Leisure,Economy Class,Kuala Lumpur to Dubrovnik via Istanbul,June 2019,3,1,2,1,1,1,1,0,2019,7
turkish-airlines,8,it was a good experience, Netherlands ,2019-06-26,A330-200,Family Leisure,Economy Class,Amsterdam to Istanbul,June 2019,4,4,4,2,4,0,5,1,2019,6
turkish-airlines,2,frustrating and agonizing experience, Netherlands ,2019-06-23,,Family Leisure,Economy Class,Montreal to Istanbul,June 2019,1,1,0,0,1,0,1,0,2019,6
turkish-airlines,5,not satisfied for this service, Netherlands ,2019-06-17,,Solo Leisure,Economy Class,Beirut to Istanbul,June 2019,3,4,4,4,1,1,4,0,2019,6
turkish-airlines,3,Worst time schedule ever, Netherlands ,2019-06-14,,Solo Leisure,Economy Class,Alexandria to London via Istanbul,June 2019,2,4,4,3,1,1,4,0,2019,6
turkish-airlines,9,pretty comfy seats, Netherlands ,2019-06-11,Boeing 737,Family Leisure,Economy Class,Istanbul to Bodrum,June 2019,5,4,3,4,5,0,4,1,2019,6
turkish-airlines,7,crew very efficient but no smiles, Netherlands ,2019-06-10,,Couple Leisure,Economy Class,Johannesburg to Toulouse via Istanbul,June 2019,4,4,4,4,4,0,4,1,2019,6
turkish-airlines,1,never recommend Turkish Airlines, Netherlands ,2019-06-09,A330-300,Family Leisure,Economy Class,New York to Istanbul ,February 2019,1,1,2,1,1,1,1,0,2019,6
turkish-airlines,2,be treated terribly, Netherlands ,2019-06-09,,Family Leisure,Business Class,Istanbul to Dubai,June 2019,1,4,0,0,1,0,1,0,2019,6
turkish-airlines,2,very poor service all around, Netherlands ,2019-06-07,,Business,Economy Class,Istanbul to London,June 2019,2,3,2,3,1,1,1,0,2019,6
turkish-airlines,1,Poor baggage handling, Netherlands ,2019-06-07,,Couple Leisure,Economy Class,Kayseri to Istanbul,April 2019,2,4,3,3,1,0,1,0,2019,6
turkish-airlines,1,rude and lacked any empathy, Ukraine ,2019-05-24,,Couple Leisure,Economy Class,Kiev to Male via Istanbul,May 2019,3,4,2,5,3,0,3,0,2019,5
turkish-airlines,1,debited the double the amount, Ukraine ,2019-05-24,,Couple Leisure,Economy Class,Istanbul to Tokyo,May 2019,1,1,1,1,1,1,1,0,2019,5
turkish-airlines,1,Very poor customer service, Ukraine ,2019-05-23,,Couple Leisure,Economy Class,Tel Aviv to Istanbul,May 2019,1,1,1,2,1,1,1,0,2019,5
turkish-airlines,4,baggage with 3 days delay, Ukraine ,2019-05-22,,Family Leisure,Economy Class,Kathmandu to Bordeaux via Istanbul,April 2019,3,2,2,4,2,1,1,0,2019,5
turkish-airlines,5,poorest ever customer service, Ukraine ,2019-05-22,,Business,Economy Class,Moscow to Hurghada via Istanbul,February 2019,2,4,3,0,3,0,3,0,2019,5
turkish-airlines,2,service has been deplorable, Ukraine ,2019-05-22,,Solo Leisure,Economy Class,Addis Ababa to London via Istanbul ,May 2019,3,3,0,0,1,0,2,0,2019,5
turkish-airlines,2,Service was really bad, Ukraine ,2019-05-21,,Couple Leisure,Economy Class,Istanbul to Singapore,May 2019,2,1,1,1,1,0,2,0,2019,5
turkish-airlines,8,efficient crew on board, Ukraine ,2019-05-20,Boeing 737-800 / A321,Solo Leisure,Business Class,Kigali to Gatwick via Istanbul,May 2019,3,5,5,3,5,0,4,1,2019,5
turkish-airlines,1,Horrible experience with Turkish, Ukraine ,2019-05-20,,Solo Leisure,Economy Class,Singapore to Catania via Istanbul,May 2019,3,3,0,0,1,0,1,0,2019,5
turkish-airlines,1,a nightmare for all, Ukraine ,2019-05-19,,Family Leisure,Economy Class,Miami to Tel Aviv via Istanbul,May 2019,1,1,1,1,1,1,1,0,2019,5
turkish-airlines,5,surely was a weird flight, Netherlands ,2019-06-05,Boeing 777-300ER,Couple Leisure,Economy Class,Istanbul to Ankara,May 2019,4,2,3,0,2,0,4,1,2019,6
turkish-airlines,7,"do their job, but without any smile", Netherlands ,2019-06-05,A330-300,Couple Leisure,Economy Class,Amsterdam to Istanbul,May 2019,4,3,5,5,2,0,4,1,2019,6
turkish-airlines,3,downward shift in service, Netherlands ,2019-06-04,,Solo Leisure,Economy Class,Kuala Lumpur to Lisbon via Istanbul,April 2019,1,4,3,4,1,3,2,0,2019,6
turkish-airlines,1,airline is going down fast, Netherlands ,2019-06-02,,Business,Economy Class,Istanbul to Dublin,June 2019,1,1,1,1,1,1,1,0,2019,6
turkish-airlines,1,don't care about passenger safety, Netherlands ,2019-06-01,,Couple Leisure,Economy Class,Tel Aviv to Istanbul,March 2019,3,1,0,0,1,0,2,0,2019,6
turkish-airlines,1,a really bad experience, Netherlands ,2019-05-31,A321 / A330,Couple Leisure,Business Class,Abu Dhabi to Barcelona via Istanbul,May 2019,2,1,1,3,1,0,1,0,2019,5
